Re,Im
-1.0383155613021569e-16,-1.505490968560517e-17
-4.119397775696943e-17,-3.183176659682936e-17
2.5892957492344995e-16,-1.3912117142915136e-17
-2.425848149546651e-18,-1.2109519669566116e-16
2.5159723004860082e-18,4.3175610312895806e-17
2.1751817979855746e-17,-6.419764268069105e-17
-1.2214588090106072e-16,1.397553743278042e-17
-7.487972118212601e-17,-2.146366497551228e-17
1.948772548657919e-17,2.1559443942273815e-17
5.452431278375655e-17,-4.5544594770676466e-17
6.785306955846529e-17,-2.3868259767475818e-17
7.649631336532982e-18,3.6632086361276e-17
7.787301235128944e-17,2.1698307708148317e-17
9.507608252985159e-17,1.622269526508367e-18
1.3281956130841605e-16,7.184841219178453e-18
1.583434418495622e-17,1.2295038831823028e-17
-8.274006501336373e-17,1.1560836580533293e-17
-1.0416680226122005e-16,-4.9817974624463255e-17
-3.505324045221669e-17,3.752392548715607e-17
-1.7739409491182326e-16,4.363648859055849e-18
7.927878754005284e-18,2.643694867702933e-17
-1.3916108091882982e-17,-1.016176247315515e-17
1.685706484530026e-17,-8.675689844616195e-18
3.637272875335601e-17,-3.19593729478483e-18
4.176837446210563e-17,1.8672717001730425e-17
3.030296435500301e-17,1.5011479275682315e-17
2.3681930833283e-17,7.39519050908653e-18
5.562669075551035e-17,-1.5420010470624128e-17
5.4909962056622456e-18,2.420352263566009e-18
1.0255845302998654e-16,3.286697789292726e-18
-1.3723636057484933e-17,-2.136173540019295e-18
-7.770825067858786e-17,-3.3495810521947524e-17
-8.278699317894356e-17,-1.3393314761378002e-17
3.2584327319892318e-18,5.870372394552306e-18
-5.268463556408219e-17,9.784396445371266e-18
-8.099102554608923e-17,-1.8325320816190528e-17
-8.121125411237535e-17,-1.7444406551046055e-17
2.968326083038545e-17,1.3511915343405547e-18
2.968326083038545e-17,1.3511915343405547e-18
1.7117013573023246e-17,-4.1039926065730634e-18
4.813401572505907e-18,6.896967717795913e-18
-2.646214005487005e-18,-4.649829358274641e-18
-4.429901802570014e-18,1.474541193345205e-18
-6.236406244201604e-17,3.3969866743166413e-18
-6.364182629466057e-17,-5.408179372529426e-18
1.2503628523833905e-17,-3.1246439294515235e-19
-3.1753881413801e-17,-2.2896500662945185e-18
9.991362847657315e-18,-9.153883938619111e-18
-7.076487383366171e-18,-3.3738760173933102e-18
2.28882479395995e-18,-5.817149829493553e-18
1.4077782447361312e-17,-3.1627169247568475e-18
2.279172922984101e-18,-1.5416174814245762e-19
1.520932302868093e-17,3.0953952581389023e-18
1.961442098503386e-17,-2.716003618766996e-18
4.408831512419052e-18,-1.1416458603357037e-18
8.468799610351526e-18,-2.2909512029705182e-18
-0.039516216210166745,0.1509334017528926
-2.338543494722676e-16,8.52252309155674e-17
0.06095295561666014,0.0
-0.0021476777123315906,-9.515653475662857e-05
-0.037927568898076365,0.14434505627470703
1.9456694657652433e-16,-2.317883787367271e-16
-7.092095804506902e-17,-6.154218493860409e-17
0.032739723073285494,1.249456251951192e-05
0.007239060165509538,-0.025901558391934646
-0.010075175718907621,-0.00015997777293459388
0.010515323998648081,3.305829424523395e-05
0.008714991931175836,-0.031082338841999978
-2.302399572749112e-17,2.1942356341700704e-17
0.007552151027831021,0.0019248396781272642
1.634416648126904e-16,-1.4302296664728656e-17
-0.019219288820088835,-0.0005605367831831368
0.027240544350835928,0.0004756145284350423
0.008418261541065593,-0.029882581663301447
0.004521603720728691,0.0006348597261650789
-0.008963597407568339,-0.0013572718007084019
3.4388699383515177e-17,8.13629960839189e-18
5.14412412969832e-18,-3.649208841100432e-16
1.2694072773458802e-17,3.2736057756214356e-16
0.005309283630510596,-0.019061693822789064
8.429050573289422e-18,2.366555304658768e-17
0.017593955810265276,0.0002741657891908271
-0.0015490249057446787,-9.28346764653736e-05
0.006742520381132584,-0.024124925248278528
1.3315327564014347e-16,-8.190323550079555e-18
1.60466814900895e-16,2.727629046706228e-17
-0.011615906638732989,-0.0003406530662706485
0.02362988795948238,0.0003772436283342572
0.004697011483315721,-0.015849154993617234
-0.0010424956340074883,-3.280645132317298e-05
0.004881682215564182,-0.016421942728793118
-4.885775562187946e-18,-8.831266555707863e-18
0.003927976147265013,0.001066580795168721
-5.2603980335988905e-17,-3.776129388748552e-18
-0.005545090222063966,-0.0002482460567714757
0.002818556158614049,9.315820891535418e-05
0.00825162500211371,-0.029369472706788923
-0.0015801809542164062,-0.000253288530544017
1.2922970896469874e-16,-1.164800353208832e-16
-1.6117018250998378e-16,-1.1535619425787147e-17
0.0005174555107880725,8.178377848875821e-05
0.00826547039638249,-0.02938785293095784
1.6982861527153141e-16,1.144700470989191e-16
-0.0007467185012455304,-0.00011439841430013783
-0.0007467185012455293,-0.00011439841430014216
-2.389134721440319e-16,-7.00453624091514e-18
-2.389134721440319e-16,-7.00453624091514e-18
0.004718070626105144,-0.01580036755020576
0.0032916587871488533,0.0005460378816757737
-0.004669634255342405,-0.0007816891889865436
1.755876593561892e-18,-1.972051045031711e-17
-1.78359913040851e-17,-2.393163635373819e-17
-2.8116496701298946e-17,-6.616521652442816e-17
0.004522926370492674,-0.015237087585136935
5.4819373997943104e-17,2.2027470817074978e-17
-1.4870308484205076e-17,2.4511606015741946e-17
1.629785413879456e-17,1.959380639903355e-17
-0.00026816006979416766,-4.642012392350981e-05
0.0045440238094325335,-0.01529281332647343
5.1096056698219835e-17,2.2973428919166518e-17
0.00038699819022481745,6.510642395257671e-05
0.00038699819022477825,6.510642395254216e-05
-0.00041032421794385003,-7.206941456092089e-05
-0.00041032421794383463,-7.206941456082513e-05
-0.0003216032400456774,0.001495749601179709
-9.494832564484959e-17,2.224477633563393e-18
-0.0021476777123315906,9.515653475662857e-05
0.0001768410737831294,0.0
0.0025912863284114317,-0.012000270071534461
-2.2078478434631154e-18,6.0358570591810675e-18
-3.8312394496386256e-17,-1.2038054779604028e-17
-0.0026905722396684878,0.00011818159565071503
-0.00021463217824244703,0.0009239427847837534
0.0003552486183937306,-1.0092014486446762e-05
-0.00037055910536343685,1.5251159232396508e-05
-0.0002585486809944497,0.0011087917579542526
6.5125959605146035e-18,-5.146643486319977e-18
-0.0002691050392949953,-5.6031716923409486e-05
7.07805589036706e-18,4.218867188946871e-18
0.0006780668232659572,-1.0253622028637906e-05
-0.0009605632280196274,2.5768218571812736e-05
-0.0002499663816712101,0.0010660550676292754
-0.000160309840396517,-1.531039690026105e-05
0.00031795130293120954,3.3829984236828944e-05
1.7561398232247988e-17,-6.8726781160969325e-19
-8.817061741336383e-19,2.6364893823241783e-17
-4.520298499537995e-18,-1.79492142886979e-17
-0.0001573145271450301,0.0006799274554536117
1.4123194025952074e-19,-2.9522196805853952e-18
-0.000620351138830857,1.7806521466528716e-05
5.472482930952038e-05,8.527744515085733e-07
-0.00019991018214514586,0.0008605679349214194
-1.3468861160419504e-17,2.9223584081683216e-18
-2.0669388883973814e-17,3.1081106055501857e-19
0.00040981834119696814,-6.131227303940779e-06
-0.0008331881595914309,2.3597551712911018e-05
-0.00014075636074527807,0.0005657777859441053
3.6783554856426535e-05,-4.715536336638982e-07
-0.00014636902901178845,0.0005862482630040386
-2.7049865032859574e-19,7.811697753617709e-20
-0.00014006734984683364,-3.14488310535763e-05
3.3214687774905937e-18,-3.43529893155741e-18
0.00019576883182449747,9.02491569494744e-08
-9.945727477566089e-05,1.1177510158994664e-06
-0.0002448959809435473,0.0010477155266800044
5.6073104923363614e-05,6.457727668241114e-06
-1.42484425201798e-17,8.547600131479055e-18
2.2859502771484453e-17,1.922021702960769e-18
-1.8360224164357033e-05,-2.0738276546923953e-06
-0.000245355129248439,0.0010483847686736608
-1.1095274609897642e-17,-6.6959346274238416e-18
2.648922308790958e-05,2.8650912483997613e-06
2.6489223087909535e-05,2.8650912483999646e-06
1.3304866092885597e-17,-5.421588874185607e-19
1.3304866092885597e-17,-5.421588874185607e-19
-0.00014157454413211878,0.0005640916365398028
-0.00011683406020888524,-1.4100883805916361e-05
0.00016575491946543256,2.025283634482911e-05
1.18650846314916e-19,1.749365078422362e-18
-3.3343765345376914e-18,-6.494346415110995e-19
-2.26503843200451e-18,2.5291948559198544e-18
-0.00013557799818620284,0.0005439398150982309
-1.8413023768133418e-18,5.861948008141648e-19
6.423472044046225e-19,-5.24976499776616e-19
4.0843216035590876e-19,-1.2873713185914437e-18
9.52109011775634e-06,1.2169759743739026e-06
-0.00013623437047449193,0.000545936248095158
-4.58990633469765e-18,-4.954845011961801e-19
-1.3737523981912209e-05,-1.6898640578075706e-06
-1.3737523981911773e-05,-1.6898640578064167e-06
1.4570286944652505e-05,1.8987897061953267e-06
1.457028694465153e-05,1.89878970619049e-06
-0.10621268493087604,9.381166648678814e-05
-1.353916459842153e-16,-6.462325569084696e-18
-0.037927568898076365,-0.14434505627470703
0.0025912863284114317,0.012000270071534461
0.8522977349127929,0.0
-2.892722414336649e-17,-7.841701670967249e-17
5.850115495448019e-17,1.958680415890273e-16
-0.04744516613714881,-0.18084798110304257
-0.06584294094139319,-0.0010260274642335788
0.005890361131298947,0.023958959157171188
-0.0064648033900022205,-0.024922316558659067
-0.07903013656153526,-0.0012975326954334718
-1.017391152195158e-16,-9.447471934854268e-17
-0.0001409880241364816,-0.019082260127503966
-6.686696704589299e-17,-1.2880132198378012e-16
0.010631645025695689,0.045862732913900243
-0.015823925305302137,-0.06480533667495463
-0.07600430659276225,-0.001341374838447173
-0.0013101017487994898,-0.011102822212287733
0.0023633305774831263,0.022071595681347714
-1.1289845612858038e-16,-1.2912425058092342e-16
-4.12766886233086e-17,7.728339108244166e-17
7.531555994624953e-17,-6.507086324189941e-17
-0.048444402053411474,-0.0007121088420975012
1.3026849134974325e-16,6.299617912321565e-17
-0.010298458681183552,-0.04183552639225188
0.0007440249907493746,0.0037260716642977774
-0.06132665858563095,-0.0009556504478516945
-1.5771242967960455e-18,2.550452116047226e-16
-1.2221537949867893e-16,1.4630214459007577e-16
0.006421206475935659,0.027720047748253714
-0.013810174459298037,-0.05619359071810769
-0.04045568211026657,-0.0012611442399762052
0.0005709957059544134,0.0024891879050787675
-0.04192703307070677,-0.0013420568208172279
1.9522162777276245e-17,-2.4441527450325883e-17
8.165443159246221e-05,-0.009965665298284083
1.2904722186554883e-16,-7.731026289401691e-17
0.0028625141905511626,0.013286012489157993
-0.001533216150802432,-0.006732699137619582
-0.0746855049169182,-0.0012660350088081697
0.00038343464366712106,0.0038996948474290523
-3.019982336152645e-17,1.4335264524009442e-16
-5.2619586707727683e-17,-6.592685454506334e-17
-0.00012830789499318035,-0.0012762958568736068
-0.07473764704201949,-0.0012873858519818313
-6.8020693019773904e-18,-1.0185409902739659e-17
0.00019372927422640505,0.0018395166680515134
0.00019372927422640587,0.0018395166680515134
1.8903528992384982e-17,-6.150308548035495e-17
1.8903528992384982e-17,-6.150308548035495e-17
-0.0403532505856181,-0.001341372872417544
-0.0007551191933891174,-0.008134873153071993
0.0010545002178229878,0.011544742708908541
-7.187332326129146e-17,3.070349380407222e-17
7.210144242835365e-17,2.619195516139345e-18
2.1750953730627083e-17,6.357792870681638e-18
-0.03889789826416587,-0.0012297413886744194
-3.0408631086505136e-17,-1.6334623839728415e-17
7.931468503562123e-17,1.4082715346302705e-16
7.952166782008624e-17,-6.793758677698518e-17
5.6931515259621666e-05,0.0006639248647421865
-0.039042992291988765,-0.0012450280816274412
-1.0538913831478077e-17,-8.416561262754001e-17
-8.662598951085981e-05,-0.0009569774482016946
-8.662598951091127e-05,-0.0009569774482015084
8.465112633069222e-05,0.0010165493927130397
8.465112633080046e-05,0.0010165493927129679
1.4680375952794798e-16,1.8914177856235324e-16
1.7836539215678375e-16,-1.116387147584042e-16
1.9456694657652433e-16,2.317883787367271e-16
-2.2078478434631154e-18,-6.0358570591810675e-18
-2.892722414336649e-17,7.841701670967249e-17
4.440892098500626e-16,0.0
-3.945217479860173e-16,-3.7295184863708614e-17
-2.5335492704671226e-17,-1.317265633926007e-17
-7.893437628496979e-17,-2.4717463639641267e-16
2.7125378609275564e-16,1.2499416082722358e-16
-2.631037994073735e-16,-1.2027266649967836e-16
-1.2757804531945184e-16,1.94215601335655e-16
-3.3693444491047156e-16,-1.3772296630002466e-16
2.2882468674539936e-16,8.775230869692172e-17
1.2124031662622124e-16,-7.405817267820915e-17
1.716227694659211e-17,2.99277613591948e-17
-1.40772298145259e-16,-5.487075509299423e-18
5.094130130754714e-17,-8.846135498157795e-17
-2.0817097492174829e-16,-2.1849070872751697e-17
-1.0940834106235229e-16,-5.193208201067065e-17
1.0200994947526115e-16,8.086949259185976e-17
1.8728574791243725e-17,1.414495438082744e-16
2.5956470746922118e-17,1.0841305124417139e-17
-1.8421655733121736e-16,8.156984158274232e-16
5.496103624547748e-17,3.082415820004189e-17
-2.334111905637587e-16,1.9194651044123646e-17
1.0311112513066185e-17,-1.6016946490125482e-17
-2.1188393881175216e-17,3.016253491019365e-17
1.3386551711428465e-16,2.1052692772038215e-17
-2.2312566575873158e-17,-6.390260044720548e-17
2.4833797161844935e-16,-7.367999886595905e-17
-3.218375966810662e-17,2.736664249887193e-17
4.636295458466917e-18,-4.595126734086205e-17
-8.640934139397608e-17,1.739257321672635e-17
-7.86334853336288e-18,-5.3982577605519904e-17
-9.534877930412849e-17,-6.665849331355672e-17
-1.3169516068660701e-16,-5.1215632339401756e-17
-5.76192201444806e-17,-1.496117071527511e-17
-9.200696296778566e-17,-1.9137907102885383e-17
-6.004587702318157e-17,-4.0871546044382053e-17
-4.1854884424860545e-17,5.727365104229978e-17
2.130157593064286e-17,-4.6116375002355906e-17
9.44182204977276e-18,4.5619993512362145e-17
-2.803279262213721e-17,-8.615422967489692e-17
8.516192355370479e-17,-6.426178234354649e-18
-4.603973600148674e-17,7.791047394009216e-17
1.394572032417145e-16,-9.408569080599428e-18
8.095016557223254e-17,1.3156540194339873e-17
8.079431150993774e-17,1.37528513892069e-17
1.7514504197293753e-16,2.3890148408481126e-17
1.7514504197293753e-16,2.3890148408481126e-17
-5.321849786087148e-18,-5.416098897622042e-17
-7.768845150388253e-17,-9.227054248431253e-18
1.3022520805205405e-16,3.864364552805827e-18
-2.4679614400490194e-17,9.55526078420361e-18
9.477664082902414e-17,-3.0002178434291718e-18
9.20872008428639e-17,4.649937715172463e-18
-2.1230534137065898e-18,-7.337762899642882e-17
-4.937657494683183e-17,1.7367685329530696e-17
1.901338183085918e-17,3.4913438980011564e-18
-9.366705390400193e-18,4.284839375004397e-18
-6.736892580913433e-17,1.8382172769644e-18
-3.0414242720993057e-18,-6.583962879776536e-17
-6.419390612570404e-17,-3.365100956226905e-18
-4.3934211197205984e-18,3.073745045642518e-18
-4.013040911861515e-17,-7.244859943452303e-18
5.5177133189856436e-17,3.075404360843364e-17
5.960351020454755e-17,9.76501749437756e-19
1.7956233257846226e-17,-9.879639586040753e-17
1.6053993258944238e-16,-1.148199761467818e-16
-7.092095804506902e-17,6.154218493860409e-17
-3.8312394496386256e-17,1.2038054779604028e-17
5.850115495448019e-17,-1.958680415890273e-16
-3.945217479860173e-16,3.7295184863708614e-17
-2.220446049250313e-16,0.0
1.2869911523583592e-16,-9.212010816185919e-17
1.338609098300137e-16,2.65262429015667e-16
-6.119006770416778e-17,-7.175908982283998e-17
7.608982473354899e-17,-1.4697555080062532e-16
-1.753711253432933e-17,2.002261349914384e-18
-2.851121110666205e-17,-6.489879361225714e-17
-1.040459361586624e-17,-5.910471564036348e-17
-1.8311517206431904e-16,1.0660257709016486e-16
5.079361840558427e-16,-7.58144735516782e-17
2.1528060581639903e-17,-3.657710325591779e-17
8.778921362198482e-17,4.619768129132842e-17
2.4522559803582174e-16,-3.88808235690362e-17
3.0377120642195894e-16,-7.75692063063995e-18
1.1624957191754523e-16,6.708663525388974e-18
-5.433224558767988e-17,1.9097412735937353e-17
-1.1015810585173194e-16,-5.863004852058412e-17
-5.781197426009276e-17,-1.8687928068958616e-16
-2.4579375696160195e-17,-6.758365254306307e-18
1.1245295844090674e-16,-7.595513609382343e-17
-2.8495051517382954e-17,-3.013164365255493e-18
-5.3348926633258946e-17,-7.089026959066951e-17
3.142586991349963e-17,2.0086608340254716e-17
1.7599339517270158e-16,4.6886269004542084e-17
-5.449010230940856e-17,-1.0735167883289171e-16
6.730717476238276e-17,-6.067902526429869e-17
-2.3027201894300274e-17,-5.408376266606225e-18
7.530061334619895e-17,-2.6163485016854282e-17
-2.831508214457606e-17,6.95248622535008e-18
-7.272185073977029e-17,2.0621164961763064e-17
-8.203497914738274e-17,-7.987059518453845e-18
-6.538535378956082e-17,1.4409670859291646e-17
-1.5245115569435493e-16,5.0700802799702575e-17
2.7185916465759146e-17,1.3368917320623618e-17
-1.0627722301701347e-17,-6.736280865429469e-17
-3.1775212308676016e-16,-2.3323128777385713e-17
1.9360396022433238e-16,7.116255374088184e-18
-1.022747340427069e-16,4.14392319948739e-17
1.3907389449004018e-16,1.0344063581003851e-17
-1.2380028265606917e-17,-7.789825129386581e-17
-1.7659169351302953e-17,1.4779116442103582e-17
-1.275935439185037e-16,1.5039759624461953e-17
-1.2760243776444986e-16,1.5473440493456154e-17
1.6067057616573131e-16,-2.3888959615850963e-17
1.6067057616573131e-16,-2.3888959615850963e-17
-2.283553989631922e-17,6.415803896665275e-19
2.5910630403248792e-17,-1.7206693581464457e-17
-5.833049838091148e-17,2.776507664554185e-17
1.6072548960477336e-17,-3.528847941615345e-18
8.559593472439672e-17,-1.2391224636229058e-18
9.137319391144032e-17,4.432700021680033e-18
-2.1532331879260922e-17,6.903519899591309e-18
-9.358229981197725e-18,-7.331731044984461e-18
-2.1516091471661934e-17,2.6667603778492187e-18
-9.85500268525107e-18,-3.3973069907883704e-18
-8.139943899289406e-17,4.140735221791681e-18
-2.120329657219737e-17,3.5039973455933666e-18
4.3849567759753325e-17,-6.631389842976243e-18
8.478108486175244e-18,-6.623917367836934e-18
2.241244493666885e-17,-6.784045326646678e-18
1.1482274354141616e-16,-7.45395170732734e-18
1.126148312603607e-16,-2.820082703572397e-18
0.005892674151531858,-0.022542357864356335
2.3020882975976716e-16,2.841696700276977e-17
0.032739723073285494,-1.249456251951192e-05
-0.0026905722396684878,-0.00011818159565071503
-0.04744516613714881,0.18084798110304257
-2.5335492704671226e-17,1.317265633926007e-17
1.2869911523583592e-16,9.212010816185919e-17
0.04101505216648871,0.0
0.0038830142705051688,-0.013914014328396333
-0.005411722179290972,-8.386374408149151e-05
0.005648113455821222,1.5601130677798296e-05
0.0046747210090800385,-0.016697074750063427
1.8317422465727852e-16,1.3188593273780885e-16
0.004056889133378229,0.0010323430022805876
2.468497062300232e-17,-7.601879788140522e-17
-0.010323391063338244,-0.00029714198868344317
0.014631838800670427,0.0002498833586009135
0.00451558384730587,-0.01605258712998384
0.002428823745469956,0.0003400759808108732
-0.004814904419521719,-0.0007271953626157928
-3.425921468440917e-16,-3.866928879657383e-17
-4.822377168794646e-17,-3.4070206718277686e-16
-1.0288454255813e-18,2.780601226218864e-16
0.0028478735198170344,-0.010239715333370277
-1.2408132401102078e-16,2.2600975356879228e-17
0.009450315587581854,0.00014365641739378168
-0.0008320483537391284,-4.954685429102242e-05
0.0036166715375362817,-0.012959627775931546
1.2231231576037434e-16,-5.859370018233682e-17
2.1310059282179914e-16,-4.464745725580437e-18
-0.006239333582116748,-0.00018059421845361984
0.012692423094391626,0.0001977854344948674
0.0025196616870188527,-0.008514035575305069
-0.0005599634655853602,-1.7407664546008708e-05
0.002618736651313761,-0.008821735489438803
7.619382159571604e-18,1.6798394474748345e-18
0.002110056460087415,0.0005720884438298461
-6.900994628388722e-17,5.654110135551937e-17
-0.002978490840615008,-0.0001322039857584406
0.001513953033729017,4.946039622281175e-05
0.004426183374234501,-0.015776946235734626
-0.0008488161247092715,-0.00013572520961826288
2.596693533199255e-16,-1.1738313601642013e-16
-2.53365552919111e-16,-2.0988120044359808e-17
0.00027795816965826576,4.3822532514652885e-05
0.004433616397239809,-0.015786821662370935
7.495506486971579e-17,9.173852352530959e-17
-0.000401109118586098,-6.129386910635169e-05
-0.00040110911858609724,-6.129386910635462e-05
-8.500889958612453e-17,1.6260686308062016e-17
-8.500889958612453e-17,1.6260686308062016e-17
0.0025309832066050344,-0.008487834643031817
0.001768163964439472,0.0002926191358013134
-0.0025083656352850024,-0.00041891229525016586
-1.2534108956806926e-17,-2.875386842153457e-17
4.1734736118697313e-17,1.3185094151401504e-17
2.833229228389203e-17,-3.7096720810629356e-17
0.002426280639079144,-0.008185239500194395
4.129036649303466e-17,-3.0630663402064906e-17
-1.2338956427382008e-18,1.1429198704475584e-17
-2.3389666875996286e-17,1.649848325262295e-17
-0.00014404660667701846,-2.487871907417997e-05
0.0024376013048730627,-0.00821517584904279
6.840476367008699e-17,1.2334346040728155e-17
0.0002078820776764106,3.4891350155235416e-05
0.0002078820776763976,3.489135015522532e-05
-0.00022041263800302854,-3.862660685386417e-05
-0.00022041263800301944,-3.8626606853788486e-05
-0.06883129034530064,0.0011334051643491524
-1.2354020951110399e-17,4.1135062286755764e-17
0.007239060165509538,0.025901558391934646
-0.00021463217824244703,-0.0009239427847837534
-0.06584294094139319,0.0010260274642335788
-7.893437628496979e-17,2.4717463639641267e-16
1.338609098300137e-16,-2.65262429015667e-16
0.0038830142705051688,0.013914014328396333
0.9053812312510414,0.0
-0.007017600740721648,-0.02673977616873569
-0.00984586598287101,-0.035660873355194446
-0.08037939863070148,-6.711957618902556e-05
-8.606827616709047e-18,-8.367297163687342e-17
-0.0004457157292490376,-0.019400848747039595
-4.395353527634893e-17,-4.0633212964794603e-17
-0.00204437685795205,-0.008233682617127482
0.018859865368396206,0.07232891937515953
-0.0773033912438673,-0.00015964292410330753
-0.0015080515642513152,-0.011268731126346743
0.002752787509846012,0.0224052299372806
5.992531474616717e-18,-1.6727722252438656e-16
-5.4868314333165874e-17,1.641129829612144e-16
3.662125784009858e-17,-1.3230648740954333e-16
-0.06961545948240745,6.148740399201068e-05
8.244430664537317e-17,6.169397693690403e-17
-0.01573228498392918,-0.059874060671739615
0.001152350906023019,0.0053365473115939005
-0.08812870208858208,2.2963402013242984e-16
6.053197450256804e-17,-4.825616424974582e-17
5.95855391288588e-17,-6.745292704475935e-17
0.009845865982870463,0.03968131771362042
-0.021098972963776393,-0.08042350727188372
-0.05815044887252217,-0.0009061557206833841
0.0008760705485700416,0.003563404352316949
-0.06026613338347465,-0.0009894615129698353
-1.1944284022119777e-17,-7.831554872011606e-17
-0.00010579783534500636,-0.014319385120454591
1.1905312789771087e-16,1.3431169807984289e-17
0.004409986567862929,0.019023776247886728
-0.0023534847208407186,-0.009638466230774162
-0.07596122331657465,-0.00010393277311534208
0.0004516716236991307,0.003959183389584488
5.1015131187295064e-17,1.66532358159038e-16
8.335328238097984e-19,-2.7353724051426933e-17
-0.00015068792079919922,-0.0012957206879948132
-0.0760145803897043,-0.00012481639064131317
3.2712326953452087e-18,-7.373987053496715e-17
0.0002261334058486414,0.001867374112069164
0.00022613340584863744,0.001867374112069164
1.3425483680390151e-17,-7.427562868618782e-17
1.3425483680390151e-17,-7.427562868618782e-17
-0.05800508282228486,-0.0010237124985134952
-0.0012669934065851797,-0.011670373477461173
0.0017734503397294466,0.016562591468326403
6.46506763137153e-17,7.318346988975588e-17
5.2555314975729465e-17,9.57589274431793e-18
-4.454567576984165e-17,2.2331413289517797e-17
-0.055911695642309384,-0.0008959150355636933
-3.3078729049860967e-18,2.380503186156143e-18
2.144421221118939e-17,4.7815757888533717e-17
-5.1781093398185996e-17,1.0567035148913861e-17
9.665670546387005e-05,0.0009525786654205882
-0.05612049280441442,-0.0009146289086845932
-7.261311917063189e-18,-9.852096306287546e-17
-0.00014587923341063266,-0.001372939156072738
-0.0001458792334106849,-0.0013729391560725272
0.00014437565789017956,0.0014585696985547885
0.0001443756578903599,0.0014585696985546413
0.0061356636246154075,-0.025052144647102273
4.538965271657895e-18,-1.3024660457258095e-17
-0.010075175718907621,0.00015997777293459388
0.0003552486183937306,1.0092014486446762e-05
0.005890361131298947,-0.023958959157171188
2.7125378609275564e-16,-1.2499416082722358e-16
-6.119006770416778e-17,7.175908982283998e-17
-0.005411722179290972,8.386374408149151e-05
-0.007017600740721648,0.02673977616873569
0.01035788192304321,0.0
-0.010808195260152682,0.00013763105850299502
0.007669049585469197,-0.029122980951531287
